co_cnes;nm_fant;bairro;distrito;gestao;atend_sus;tipo_und;nat_jur;co_ibge;lat;long
2007029;HEMOPAC HEMOTERAPIA E PATOLOGIA CLINICA DE MACEIO;FAROL;3;M;1;39;Privado;270430;-9.65319;-35.73456
2007037;SANTA CASA DE MISERICORDIA DE MACEIO;CENTRO;2;M;1;05;Privado;270430;-9.66584;-35.74133
2007045;LABORATORIO ADOLF LUTZ;CENTRO;2;M;1;39;Privado;270430;-9.66817;-35.74013
2007053;CLINICA DE REUMATOLOGIA E MEDICINA FISICA SC LTDA;CENTRO;2;M;1;39;Privado;270430;-9.66688;-35.73323
2007061;ASSOCIACAO PESTALOZZI DE MACEIO;FAROL;3;M;1;36;Privado;270430;-9.66888;-35.72972
2007096;UROMED;FAROL;3;M;1;39;Privado;270430;-9.65664;-35.73322
2007118;LABORATORIO DE ANALISE CLINICA OSVALDO CRUZ;FAROL;3;M;1;39;Privado;270430;-9.65293;-35.73242
2007126;LAR SAO DOMINGOS;MANGABEIRAS;1;M;0;36;Privado;270430;-9.62834;-35.69832
2007134;HOSPITAL DA POLICIA MILITAR;CENTRO;2;M;0;36;Público;270430;-9.66645;-35.7395
2007142;CLINIMAGEM;FAROL;3;M;1;39;Privado;270430;-9.65389;-35.73403
2009617;FOUFAL FACULDADE DE ODONTOLOGIA;TABULEIRO DOS MARTINS;7;M;0;36;Público;270430;-9.66625;-35.73509
2009676;CENTRO DE SAUDE DA ETFAL;POCO;1;M;0;02;Público;270430;-9.66427;-35.73237
2009692;POSTO DE SAUDE S FRANCISCO DE PAULAGROTA DO ARROZ 8 DS;GROTA DO ARROZ;8;M;1;02;Público;270430;-9.63154;-35.70403
2009765;DISTRITO SANITARIO;PRADO;2;M;1;50;Público;270430;-9.68014;-35.75922
2009773;SECRETARIA MUNICIPAL DE SAUDE DE MACEIO;PRADO;2;M;1;68;Público;270430;-9.68014;-35.75922
2009781;MODULO ODONTOLOGICO RUI PALMEIRA;VERGEL DO LAGO;2;M;1;02;Público;270430;-9.65419;-35.7583
2009803;PAM SALGADINHO;CENTRO;2;M;1;36;Público;270430;-9.66555;-35.7307
2719576;CENTRO DE SAUDE DR DIOGENES JUCA BERNARDES II CENTRO;POCO;1;M;1;04;Público;270430;-9.6627;-35.71253
2808889;HOSPITAL SAO RAFAEL;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.65908;-35.72568
2816709;MEDILAB;FAROL;3;M;1;39;Privado;270430;-9.63551;-35.71962
2816717;IMAGEM PLENA;PINHEIRO;3;M;0;39;Privado;270430;-9.62808;-35.7403
3020738;UNIDADE DE SAUDE GERALDO MELO 4 DS;BOM PARTO;4;M;1;02;Público;270430;-9.65037;-35.74482
3025330;IOFAL;TABULEIRO DOS MARTINS;7;M;1;07;Privado;270430;-9.66167;-35.71539
3168352;SIM MEDICINA DIAGNOSTICA;PONTA VERDE;1;M;0;36;Privado;270430;-9.6465;-35.73284
3168360;LABORATORIO SABIN;FAROL;3;M;0;39;Privado;270430;-9.66107;-35.73414
3228657;CENTRO DE VIDEO ENDOSCOPIA E GASTROENTEROLOGIA DE MACEIO;PRADO;2;M;0;36;Privado;270430;-9.67022;-35.75309
3260275;ULTRACLINICA;PRADO;2;M;0;39;Privado;270430;-9.67022;-35.75309
3523594;CLIMECOR;MANGABEIRAS;1;M;1;36;Privado;270430;-9.66586;-35.71274
3531449;SEOMA;POCO;1;M;1;04;Privado;270430;-9.66421;-35.73229
3542173;LABORATORIO ELMANO FREITAS;FAROL;3;M;0;39;Privado;270430;-9.65383;-35.73317
3547299;CONSULTORIO ODONTOLOGICO DR FERNANDO MACHADO;CENTRO;2;M;0;22;Privado;270430;-9.59141;-35.78532
3547302;CONSULTORIO ODONTOLOGICO JANAINA DA PAZ PEROBA;FAROL;3;M;0;22;Privado;270430;-9.65383;-35.73317
3562425;DIAGNOR;JATIUCA;1;M;1;36;Privado;270430;-9.65124;-35.71342
3633276;CONSULTORIO MEDICO;CENTRO;2;M;0;22;Privado;270430;-9.6648;-35.73267
3633322;MED ANGIO;FAROL;3;M;0;04;Privado;270430;-9.63299;-35.73962
3633381;CONSULTORIO MEDICO;FAROL;3;M;0;22;Privado;270430;-9.65106;-35.73474
3633446;CONSULTORIO MEDICO;CENTRO;2;M;0;22;Privado;270430;-9.66487;-35.7326
3635341;CONSULTORIO MEDICO DR ANTONIO LUIZ;CENTRO;2;M;0;22;Privado;270430;-9.6648;-35.73267
5031346;CONSULTORIO MEDICO DRA ANGELA LUCIENE DO C TORRES;CENTRO;2;M;0;22;Privado;270430;-9.66638;-35.74129
5037603;CONSULTORIO MEDICO DRA RAQUEL TEIXEIRA S CELESTINO;FAROL;3;M;0;22;Privado;270430;-9.66167;-35.71539
5037794;SINUS CENTRO AVANCADO DE OTORRINO E CIRG ESTET FACIAL;PONTA VERDE;1;M;0;36;Privado;270430;-9.66292;-35.69928
5042992;CONSULTORIO MEDICO FRANCISCO DE OLIVEIRA;CENTRO;2;M;0;22;Privado;270430;-9.66703;-35.74122
5043158;POLICLINICA AGAPE;POCO;1;M;0;36;Privado;270430;-9.66169;-35.71727
5054249;CONSULTORIO ODONTOLOGICO DR DANIEL JERONYMO DA F E SILVA;FAROL;3;M;0;22;Privado;270430;-9.65025;-35.73942
5054435;CONSULTORIO MEDICO DR ITAMAR LISBOA CERYNO;CENTRO;2;M;0;22;Privado;270430;-9.53937;-35.74969
5054494;CONSULTORIO MEDICO DRA LUCIA MARQUES DA SILVA;SERRARIA;5;M;0;22;Privado;270430;-9.61439;-35.71863
5054532;CONSULTORIO MEDICO DRA KARINE DIAS VANDERLEI COIMBRA;JATIUCA;1;M;0;22;Privado;270430;-9.65398;-35.70871
5072670;AMI ASSISTENCIA MEDICA INFANTIL;FAROL;3;M;0;62;Privado;270430;-9.65598;-35.73497
5072689;CONSULTORIO ODONTOLOGICO DRA LAURA SARAIVA;JATIUCA;1;M;0;22;Privado;270430;-9.65077;-35.70148
5089190;CONSULTORIO MEDICO DRA ANA ROSA A GONCALVES;FAROL;3;M;0;22;Privado;270430;-9.65288;-35.73206
5089204;IPA INSTITUTO DE PNEUMOLOGIA DE ALAGOAS;FAROL;3;M;0;36;Privado;270430;-9.6575;-35.7349
5089212;CONSULTORIO PSICOLOGICO VERA LUCIA SILVA;FAROL;3;M;0;22;Privado;270430;-9.65267;-35.73746
5090946;CONSULTORIO MEDICO DRA FRANCETTE LOSS B COSTA;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62107;-35.73681
5091098;CARDIO CLINICA CARDIOLOGIA AVANCADA LTDA;MANGABEIRAS;1;M;0;36;Privado;270430;-9.63799;-35.70431
5091160;CONSULTORIO MEDICO DRA LARA DANIELA P C DE ALBUQUERQUE;JATIUCA;1;M;0;22;Privado;270430;-9.64508;-35.70772
5091314;CONSULTORIO MEDICO DRA EVELYNE CERQUEIRA ARRAES;JATIUCA;1;M;0;22;Privado;270430;-9.64508;-35.70772
5093031;CONSULTORIO ODONTOLOGICO DR RENOALDO C SANTOS;CENTRO;2;M;0;22;Privado;270430;-9.66616;-35.73857
5109280;PSICOLOGIA CLINICA ADOLESCENTE E ADULTO;MANGABEIRAS;1;M;0;22;Privado;270430;-9.66625;-35.73509
5109345;CONSULTORIO ODONTOLOGICO DANIELLE LEMOS C WANDERLEY;PONTA VERDE;1;M;0;22;Privado;270430;-9.66112;-35.70576
5109388;CONSULTORIO ODONTOLOGICO JOAO BOSCO C DOS SANTOS;FAROL;3;M;0;22;Privado;270430;-9.65088;-35.73211
5109434;CONSULTORIO ODONTOLOGICO ANTONIO DE A FILHO;FAROL;3;M;0;22;Privado;270430;-9.65787;-35.73486
5109442;CONSULTORIO MEDICO DR PEDRO BRNARDES DE MELO;FAROL;3;M;0;22;Privado;270430;-9.65787;-35.73486
5109469;CONSULTORIO ODONTOLOGICO ANA KARLA A BARBOSA SAMPAIO;JATIUCA;1;M;0;22;Privado;270430;-9.65077;-35.70148
5109787;UNIAUDIO;PAJUCARA;1;M;0;36;Privado;270430;-9.6729;-35.71862
5109795;OCULAR;MANGABEIRAS;1;M;0;36;Privado;270430;-9.64435;-35.70707
5109809;CONSULTORIO ODONTOLOGICO KELLYA CASADO;JATIUCA;1;M;0;22;Privado;270430;-9.65398;-35.70871
5123143;CAPS AD INFANTO JUVENIL DR EVERALDO MOREIRA;FAROL;3;M;1;70;Público;270430;-9.64374;-35.73806
5195047;CONSULTORIO DE GINECOLOGIA E OBSTETRICIA;CENTRO;2;M;0;22;Privado;270430;-9.66625;-35.73509
5195063;HOSPITAL DO CORACAO DE ALAGOAS;GRUTA DE LOURDES;3;M;0;07;Privado;270430;-9.62107;-35.73681
5195071;JOSE CARLOS DE CARVALHO;CENTRO;2;M;0;22;Privado;270430;-9.66603;-35.73877
5195098;BERNARDO PEDROSA PINHEIRO;CENTRO;2;M;0;22;Privado;270430;-9.66743;-35.73004
5195101;MARCIA CALHEIROS SORIANO;CENTRO;2;M;0;22;Privado;270430;-9.66838;-35.73626
5195128;ANA PAULA GOMES MARTINS;POCO;1;M;0;22;Privado;270430;-9.65844;-35.72165
5195136;RICARDO LUIZ DE ALMEIDA BEZERRA;FAROL;3;M;0;22;Privado;270430;-9.6366;-35.73625
5195160;ISOLDA GUSMAO MOURA GAMA;PONTA VERDE;1;M;0;22;Privado;270430;-9.66062;-35.70513
5195195;MANILTHON CALUMBY ESTEVAM JUNIOR;FAROL;3;M;0;22;Privado;270430;-9.65354;-35.73951
5195217;VIRGINIA BOHRER COSTA;FAROL;3;M;0;22;Privado;270430;-9.65283;-35.73162
5195225;GRECE GOMES MOURA;FAROL;3;M;0;22;Privado;270430;-9.65299;-35.73299
5198143;FERNANDO ANTONIO BARREIROS DE ARAUJO;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.61748;-35.73823
5198151;LUIZ EDUARDO RIBEIRO WANDERLEY;PRADO;2;M;0;22;Privado;270430;-9.64687;-35.72029
5208440;FEMILLE;MANGABEIRAS;1;M;0;36;Privado;270430;-9.63799;-35.70431
5208459;SANDRA HELENA CABRAL XAVIER;FAROL;3;M;0;22;Privado;270430;-9.65903;-35.73218
5208483;LAURA MARIA DE ALBUQUERQUE LINS PORTO;FAROL;3;M;0;22;Privado;270430;-9.64843;-35.73389
5219396;ELIANE DE SANTA MARIA AROUCHA COSTA;CENTRO;2;M;0;22;Privado;270430;-9.66538;-35.73213
5219663;JOSE LUIZ AUSTREGESILO DE ATHAYDE;CENTRO;2;M;0;22;Privado;270430;-9.66711;-35.73703
5222958;ANGELA JESUS DE SANTANA;FEITOSA;5;M;0;22;Privado;270430;-9.62901;-35.72894
5223008;CM TANIA VELKA OMENA MONTE DE ALMEIDA;FAROL;3;M;0;22;Privado;270430;-9.65777;-35.73253
5223024;CO MARIA JOSE HOLANDA RIBEIRO;CENTRO;2;M;0;22;Privado;270430;-9.66814;-35.73243
5223032;CONSULTORIO DE GERIATRIA E CLINICA GERAL;CENTRO;2;M;0;22;Privado;270430;-9.6648;-35.73267
5223059;CM CARLOS ALBERTO DE LUNA GALINDO;FAROL;3;M;0;22;Privado;270430;-9.66072;-35.72302
5223067;CM ANGELA MARIA PEREIRA LOPES;FAROL;3;M;0;22;Privado;270430;-9.66888;-35.72972
5223075;ELAINE SOBRAL LEITE;MANGABEIRAS;1;M;0;22;Privado;270430;-9.64502;-35.70954
5223083;NANDERSON TELES ARAUJO;PAJUCARA;1;M;0;22;Privado;270430;-9.66479;-35.7117
5223091;CLAUDIA MARIA PITA DE BARROS;POCO;1;M;0;22;Privado;270430;-9.66912;-35.71564
5223717;ELAINE MARIA SANTOS SILVA ALENCAR;PAJUCARA;1;M;0;22;Privado;270430;-9.66479;-35.7117
5223776;ELIANA MARIA SILVA;FAROL;3;M;0;22;Privado;270430;-9.65297;-35.7328
5223792;MONICA DA CONSOLACAO CANUTO SALGUEIRO;PONTA VERDE;1;M;0;22;Privado;270430;-9.65853;-35.70892
5223857;CONSULTORIO ODONTOLOGICO CLAUDIA LUIZA COELHO DE M SILVA;FAROL;3;M;0;22;Privado;270430;-9.65354;-35.73951
5223938;ADELIA MARIA DE ARAUJO MELO;CENTRO;2;M;0;22;Privado;270430;-9.66686;-35.73162
5223970;LUCIEDNA MELO DE ANDRADE;CENTRO;2;M;0;22;Privado;270430;-9.6665;-35.73803
5224004;MONICA BASTOS REGIS;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62353;-35.73786
5224039;CONSULTORIO ODONTOLOGICO PAULO JOSE MORAES DA SILVA;CENTRO;2;M;0;22;Privado;270430;-9.6665;-35.73803
5224055;REMOV;FAROL;3;M;0;22;Privado;270430;-9.57164;-35.77743
5224101;CONSULTORIO ODONTOLOGICO MARIA VERONICA SOUZA SILVA;FAROL;3;M;0;22;Privado;270430;-9.65829;-35.73374
5224128;CONSULTORIO MEDICO MARIA CECILIA SERPA PEIXOTO MENEZES;MANGABEIRAS;1;M;0;22;Privado;270430;-9.66625;-35.73509
5224144;CONSULTORIO ODONTOLOGICO;CENTRO;2;M;0;22;Privado;270430;-9.6665;-35.73803
5224764;CONSULTORIO MEDICO GEORGE FRANCO TOLEDO;CENTRO;2;M;0;22;Privado;270430;-9.66707;-35.74193
5225485;CONSULTORIO ODONTOLOGICO VALERIA CORREIA TAVARES;PONTA VERDE;1;M;0;22;Privado;270430;-9.65853;-35.70892
5225507;ALEXANDRE LINS BARBOSA;CENTRO;2;M;0;22;Privado;270430;-9.66711;-35.73703
5225515;CONSULTORIO ODONTOLOGICO REGINALDO JOSE FLORENCIO SILVA;JARAGUA;1;M;0;22;Privado;270430;-9.66926;-35.73309
5225523;IRAI FERREIRA MOURA;PONTA VERDE;1;M;0;22;Privado;270430;-9.66219;-35.70157
5225531;CLINILAR HOME CARE;PRADO;2;M;0;77;Privado;270430;-9.65384;-35.74022
5225558;FLAVIA CARVALHO DOS SANTOS LIRA;PONTA VERDE;1;M;0;22;Privado;270430;-9.64502;-35.70954
5225566;VIRGINIA LOPES SILVA;CENTRO;2;M;0;22;Privado;270430;-9.6665;-35.73803
5225574;CONSULTORIO MEDICO ELEUSA MARIA CAVALCANTE FARIAS;POCO;1;M;0;22;Privado;270430;-9.65908;-35.72568
5225590;GASTROCLINICA;FAROL;3;M;0;36;Privado;270430;-9.65451;-35.73582
5225647;CLINICA ODONTOLOGICA PACHECO;FAROL;3;M;0;22;Privado;270430;-9.65899;-35.7346
5225663;DILENE CALDAS DE AZEVEDO;TABULEIRO DOS MARTINS;7;M;0;22;Privado;270430;-9.58738;-35.76788
5225736;ROSA VIRGINIA LOPES DA MATTA;FAROL;3;M;0;22;Privado;270430;-9.64557;-35.73731
5225795;CONSULTORIO DE PSICOLOGIA LENICE PIMENTEL CABRAL;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62379;-35.73837
5225833;CONSULTORIO ODONTOLOGICO NILTON ROSA COELHO;FAROL;3;M;0;22;Privado;270430;-9.65828;-35.73477
5225957;IVANA MELLO DE MEDEIROS;FAROL;3;M;0;22;Privado;270430;-9.65899;-35.7346
5230691;MARIA ALVES DE MELLO FIGUEIREDO;FAROL;3;M;0;22;Privado;270430;-9.65903;-35.73218
5231337;MARIA BETANIA MAIA AUTO;FAROL;3;M;0;22;Privado;270430;-9.6366;-35.73625
5234999;CONSULTORIO ODONTOLOGICO SILVANA ACCIOLY CHUEKE;FAROL;3;M;0;22;Privado;270430;-9.64657;-35.73561
5235006;UNISAUDE;FAROL;3;M;0;60;Privado;270430;-9.66116;-35.73413
5235030;ANA LUIZA VASCONCELOS LIMA;FAROL;3;M;0;22;Privado;270430;-9.6366;-35.73625
5235065;ANDERSON SANTANA DE MENDONCA;FAROL;3;M;0;22;Privado;270430;-9.65899;-35.7346
5238366;HUMBERTO WANDERLEY TORRES;FAROL;3;M;0;22;Privado;270430;-9.66072;-35.72302
5238390;MARIA ERZILIA DE GUSMAO SILVA;CENTRO;2;M;0;22;Privado;270430;-9.66673;-35.73724
5238412;FRANCISCO CARLOS MURITIBA TOLEDO;CENTRO;2;M;0;22;Privado;270430;-9.66692;-35.73031
5238447;CARLOS ALBERTO DE MACEDO;POCO;1;M;0;22;Privado;270430;-9.66625;-35.73509
5238544;JEANE DA COSTA LIMA VASCONCELOS;CENTRO;2;M;0;22;Privado;270430;-9.6665;-35.73803
5238560;SAMYA MARIA FERREIRA PAZ ESTEVAM;FAROL;3;M;0;22;Privado;270430;-9.65354;-35.73951
5239478;SONIA SOARES DOS ANJOS;SERRARIA;5;M;0;22;Privado;270430;-9.61602;-35.73451
5239494;MARCIA EDEUMA SANTOS CABRAL;MANGABEIRAS;1;M;0;22;Privado;270430;-9.64502;-35.70954
5239508;CRISTIANE RIBEIRO DA SILVA SOUSA;JATIUCA;1;M;0;22;Privado;270430;-9.65282;-35.71264
5239516;JULIANA ARAUJO FLORENCIO;JARAGUA;1;M;0;22;Privado;270430;-9.54465;-35.7499
5239532;MARIA APARECIDA DE OLIVEIRA RAMOS MONTEIRO;JATIUCA;1;M;0;22;Privado;270430;-9.65282;-35.71264
5239567;NILDA ROSA LEAO MAIA DE ARROXELAS NOBRE;FAROL;3;M;0;22;Privado;270430;-9.65839;-35.73474
5239591;JOEDY MARIA COSTA SANTA ROSA LIMA;JATIUCA;1;M;0;22;Privado;270430;-9.65332;-35.70472
5239656;CONSULTORIO DE PSICOLOGIA ROSE MARY PINTO DANTAS;FAROL;3;M;0;22;Privado;270430;-9.66116;-35.73413
5239672;NEY QUAGLIATTO SANTOS;FAROL;3;M;0;22;Privado;270430;-9.6282;-35.73604
5240891;VITACLIN;JATIUCA;1;M;0;36;Privado;270430;-9.65202;-35.73727
5241022;CICAL;POCO;1;M;0;60;Privado;270430;-9.66236;-35.72515
5241030;LUCYMEIRE GUEDES FERREIRA LOBO;FAROL;3;M;0;22;Privado;270430;-9.65316;-35.73122
5261694;CONSULTORIO ODONTOLOGICO DUCY LILY JOAZEIRO DE FARIAS COSTA;JATIUCA;1;M;0;22;Privado;270430;-9.65077;-35.70148
5261708;LABORATORIO MARTINS PINTO;CENTRO;2;M;1;39;Privado;270430;-9.66686;-35.73162
5261716;COOPHAIA;FAROL;3;M;0;60;Privado;270430;-9.62995;-35.73754
5269490;ADRIANA MARIA DE MEDEIROS PACHECO;FAROL;3;M;0;22;Privado;270430;-9.64941;-35.73045
5269598;CONSULTORIO MEDICO ANA MARIA MONTEIRO DE MENEZES;CENTRO;2;M;0;22;Privado;270430;-9.66538;-35.73213
5269709;OTOCLINIC;FAROL;3;M;0;36;Privado;270430;-9.64531;-35.7345
5272300;CLINICAL CENTER;CENTRO;2;M;0;22;Privado;270430;-9.66605;-35.73005
5280125;ODONTOLOGIA INTEGRADA SORRIR;FAROL;3;M;0;22;Privado;270430;-9.6366;-35.73625
5280141;ENDOUROCLINICA;JATIUCA;1;M;0;22;Privado;270430;-9.64791;-35.70639
5280184;IPC LABORATORIO MEDICO;FAROL;3;M;0;39;Privado;270430;-9.6542;-35.73572
5280214;CLINICA MED ANGIO;FAROL;3;M;0;22;Privado;270430;-9.63299;-35.73962
5301068;PREVENCOR;FAROL;3;M;0;36;Privado;270430;-9.61802;-35.73777
5312981;ANA LUCIA SANTOS DE ATHAYDE;CENTRO;2;M;0;22;Privado;270430;-9.66817;-35.74013
5313007;LUCIANA MONTE BARROS LIMA DA ROCHA;FAROL;3;M;0;22;Privado;270430;-9.62865;-35.7416
5313015;MARIA TANIA COSTA DA FONSECA GOMES;JATIUCA;1;M;0;22;Privado;270430;-9.6581;-35.70645
5313031;ALERGODERME LTDA;JATIUCA;1;M;0;22;Privado;270430;-9.63272;-35.74699
5313058;MARIA JOSE MENDONCA SOARES DE ALBUQUERQUE;FAROL;3;M;0;22;Privado;270430;-9.65903;-35.73218
5315638;SCHWARTZ E PAIVA;PONTA VERDE;1;M;0;36;Privado;270430;-9.66625;-35.73509
5315735;CONSULTORIO DE PSICOLOGIA ELIONAI DA SILVA CABRAL;FAROL;3;M;0;22;Privado;270430;-9.65788;-35.73488
5315751;CONSULTORIO MEDICO MARIA DE FATIMA VIEIRA MELO;POCO;1;M;0;22;Privado;270430;-9.66704;-35.72501
5315816;CLINICA MEDICA;FAROL;3;M;0;36;Privado;270430;-9.65811;-35.73482
5315840;SAUDE E SUPORTE HOME CARE;FAROL;3;M;0;36;Privado;270430;-9.64941;-35.73045
5315875;OFTALMOLOGIA NAIRO FREITAS LTDA;FAROL;3;M;0;36;Privado;270430;-9.6556;-35.73329
5323029;SANTACOOP SEDE;CENTRO;2;M;0;60;Privado;270430;-9.6669;-35.74194
5324319;CONSULTORIO MEDICO JANAINA ROZENDO FERREIRA DOS SANTOS;MANGABEIRAS;1;M;0;22;Privado;270430;-9.64502;-35.70954
5324335;CONSULTORIO MEDICO MARIA CRISTINA SIMOES BARBOSA;FAROL;3;M;0;22;Privado;270430;-9.63262;-35.74214
5324343;CONSULTORIO MEDICO MARY LUCIA GUIMARAES DA ROCHA;FAROL;3;M;0;22;Privado;270430;-9.62995;-35.73754
5324351;MANUALE REABILITACAO FISICA;FAROL;3;M;1;36;Privado;270430;-9.60138;-35.72093
5324394;CONSULTORIO ODONTOLOGICO MARIA SONIA COSTA;FAROL;3;M;0;22;Privado;270430;-9.65289;-35.73213
5334640;CONSULTORIO MEDICO RONALD CABRAL DE MENDONCA;FAROL;3;M;0;22;Privado;270430;-9.64941;-35.73045
5335175;FISIO;FAROL;3;M;1;36;Privado;270430;-9.65749;-35.732
5338077;CLINICA DO CORACAO;PINHEIRO;3;M;0;36;Privado;270430;-9.63275;-35.74553
5338093;CONSULTORIO ODONTOLOGICO MARILDA TEREZINHA DE O MENDES;PAJUCARA;1;M;0;22;Privado;270430;-9.67042;-35.71562
5350433;UNIRIM;GRUTA DE LOURDES;3;M;0;62;Privado;270430;-9.62107;-35.73681
5350441;CENTRO MEDICO DR MARCOS MARTINS;JATIUCA;1;M;0;36;Privado;270430;-9.64489;-35.7027
5350638;CONSULTORIO MEDICO NIDIA SIZENANDO COSTA MIRANDA;CENTRO;2;M;0;22;Privado;270430;-9.66655;-35.7428
5350662;CONSULTORIO DE NUTRICAO ANA PAULA QUINTELLA MELO;POCO;1;M;0;22;Privado;270430;-9.65105;-35.71597
5372399;FISIOFONO;STELLA MARIS;1;M;0;36;Privado;270430;-9.64613;-35.7089
5396506;CONSULTORIO ODONTOLOGICO TEREZA ANGELICA LOPES DE ASSIS;FEITOSA;5;M;0;22;Privado;270430;-9.64082;-35.72859
5397863;CONSULTORIO MEDICO BENIGNA FORTES CAVALCANTI DE MACEDO;PONTA VERDE;1;M;0;22;Privado;270430;-9.65576;-35.7013
5397871;CONSULTORIO MEDICO EDGAR FERREIRA BARBOSA FILHO;FAROL;3;M;0;22;Privado;270430;-9.65942;-35.73189
5397901;CONSULTORIO MEDICO ANA CECILIA CANSANCAO NOGUEIRA BARBOSA;PONTA VERDE;1;M;0;22;Privado;270430;-9.66153;-35.70135
5397952;CENTROCARDIO;PONTA VERDE;1;M;0;36;Privado;270430;-9.66153;-35.70135
5399149;CONSULTORIO MEDICO RENISE DE MELLO VIEIRA FORTES CAVALCANTI;PONTA VERDE;1;M;0;22;Privado;270430;-9.65576;-35.70154
5438624;CENDOR;JATIUCA;1;M;0;36;Privado;270430;-9.64791;-35.70639
5442117;SERVIMED;FAROL;3;M;0;60;Privado;270430;-9.62032;-35.73633
5455502;CONSULTORIO ODONTOLOGICO DULCE EUGENIA DE HOLANDA;STELLA MARIS;1;M;0;22;Privado;270430;-9.64791;-35.70639
5455510;HAWTEC;FAROL;3;M;0;22;Privado;270430;-9.66224;-35.73619
5528437;ICCAD INSTITUTO DE CLINICA E CIRURGIA DO APARELHO DIGESTIVO;PONTA VERDE;1;M;0;36;Privado;270430;-9.66584;-35.74133
5528585;PREVENDOR;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.64757;-35.70373
5528607;CONSULTORIO ODONTOLOGICO FLAVIA PATRICIA PINTO DA SILVA;CENTRO;2;M;0;22;Privado;270430;-9.66035;-35.73931
5528615;CLINICA SANTA CLARA;FAROL;3;M;0;36;Privado;270430;-9.63275;-35.74553
5528666;OCULISTAS ASSOCIADOS DE ALAGOAS;PAJUCARA;1;M;0;22;Privado;270430;-9.66479;-35.7117
5547296;CONSULTORIO ODONTOLOGICO MARIA APARECIDA CAVALCANTE AUTO;PONTA VERDE;1;M;0;22;Privado;270430;-9.66167;-35.71539
5617162;CONSULTORIO ODONTOLOGICO PATRICIA VILAR MALTA MAIA;PAJUCARA;1;M;0;22;Privado;270430;-9.66625;-35.73509
5618398;CIROM;FAROL;3;M;0;36;Privado;270430;-9.65732;-35.73491
5626587;IRMAOS MOURA REZENDE;POCO;1;M;1;36;Privado;270430;-9.66062;-35.70513
5671531;CONSULTORIO ODONTOLOGICO GIULIANA MAFRA BARBOSA BITTENCOUT;PONTA VERDE;1;M;0;22;Privado;270430;-9.66207;-35.70241
5673569;CLINDOR;PAJUCARA;1;M;0;36;Privado;270430;-9.6642;-35.71113
5673615;CONSULTORIO MEDICO ESMERALDINA BARROS DA ROCHA;CENTRO;2;M;0;22;Privado;270430;-9.6665;-35.73803
5673631;MAMODIAGNOSTICO;PONTA VERDE;1;M;0;39;Privado;270430;-9.65908;-35.72568
5673712;CENTRO DE ATENCAO A SAUDE AUDIOLOGIA E FISIOTERAPIA;POCO;1;M;1;36;Privado;270430;-9.61315;-35.72662
5690757;CONSULTORIO ODONTOLOGICO RITA DE CASSIA PREDES TRINDADE;JACINTINHO;5;M;0;22;Privado;270430;-9.63843;-35.72257
5702275;CONS ODONTOLOGICO ENILDE DE SOUZA GUIMARAES;FAROL;3;M;0;22;Privado;270430;-9.65353;-35.73119
5704111;CEO II RAFAEL DE MATOS SILVA;ANTARES;6;M;1;36;Público;270430;-9.666;-35.735
5717442;CONS DE NUTRICAO VANESSA FREITAS DE ALMEIDA SILVA;JATIUCA;1;M;0;22;Privado;270430;-9.6443;-35.70381
5727774;CONS ODONTOLOGICO MARIA DO AMPARO CARVALHO VIANA;FAROL;3;M;0;22;Privado;270430;-9.65903;-35.73218
5748992;CONS ODONTOLOGICO ANTONIO GILBERTO LIMA ALEXANDRE;JATIUCA;1;M;0;22;Privado;270430;-9.65328;-35.71129
5752787;CONS DE PSICOLOGIA SYLMARA PATRICIA LESSA BULHOES;JATIUCA;1;M;0;22;Privado;270430;-9.65204;-35.73727
5778603;CONS DE NUTRICAO ELEN RIBEIRO SILVA;JATIUCA;1;M;0;22;Privado;270430;-9.65398;-35.70871
5782198;CLINICA INTEGRASER;PONTA VERDE;1;M;0;36;Privado;270430;-9.65574;-35.70703
5800404;SERVICO DE FISIOTERAPIA EQUOTERAPIA;ANTARES;6;M;0;36;Privado;270430;-9.56191;-35.73713
5825636;FJ HOSPITALAR;FAROL;3;M;0;22;Privado;270430;-9.6366;-35.73625
5844991;MULTIPHYSIO;PONTA VERDE;1;M;1;36;Privado;270430;-9.65574;-35.70703
5869005;CONS ODONTOLOGICO VERA LUCIA VIANA DUARTE;FAROL;3;M;0;22;Privado;270430;-9.60992;-35.74036
5885019;CONS ODONTOLOGICO BRUNO VIEIRA DE MELO LISBOA DE ALMEIDA;POCO;1;M;0;22;Privado;270430;-9.66545;-35.7247
5944678;CONS ODONTOLOGICO ANALITA MARIA DE GOES CORREIA BRITO;PAJUCARA;1;M;0;22;Privado;270430;-9.66479;-35.7117
5944686;CONS ODONTOLOGICO MARIO THELMO DA ROCHA RAMOS CRUZ;STELLA MARIS;1;M;0;22;Privado;270430;-9.64793;-35.70639
5968747;CLINICA DE OLHOS ALAGOAS;CENTRO;2;M;1;36;Privado;270430;-9.66387;-35.74227
